id;x;y
525;15.46202877;49.34304805
526;15.48226753;49.3572928
527;15.49852506;49.38423788
528;15.51313744;49.40663999
529;15.56805844;49.41026008
530;15.58339625;49.40397173
532;14.46418206;49.050704
533;14.36176711;49.06548459
534;14.3268636;49.08957624
535;14.30121708;49.10621308
536;14.26514477;49.12493733
537;14.22157543;49.15360292
538;14.22062578;49.17269572
539;14.22245988;49.19644347
540;14.21199452;49.21250678
541;15.19203579;50.63401633
542;14.13596257;49.23647547
543;14.10859406;49.24462244
544;14.0572159;49.24939951
545;14.01579902;49.2515548
546;13.97620619;49.25650002
547;13.91630498;49.25515832
548;13.84898803;49.25823505
549;13.82359778;49.26935317
550;13.80084755;49.28861245
551;13.77889256;49.30514103
552;13.73884858;49.3313716
553;13.70099338;49.34586132
554;13.66561818;49.37006977
555;13.62056609;49.39133138
556;13.61326952;49.41358502
557;13.61054029;49.43836684
558;13.60817691;49.4618198
559;13.60885398;49.49755538
560;13.59177414;49.52464925
561;13.5739871;49.55067939
562;13.53145282;49.58122753
563;13.51703851;49.60647124
564;13.51659649;49.6423705
565;13.50351724;49.66940149
566;13.47816478;49.69527364
569;14.95777592;48.7695327
570;14.92277326;48.81188907
571;14.89731777;48.8550962
572;14.87960146;48.87311751
573;14.88281177;48.90226899
574;14.88281177;48.90226899
575;14.86815753;48.95065742
576;14.86815753;48.95065742
577;14.77774119;49.00726686
578;14.76074398;49.0153613
579;14.75010629;49.05367609
580;14.73023562;49.09116785
581;14.73652837;49.1185304
582;14.72837164;49.14810284
583;13.37488856;49.73672103
584;13.38304405;49.72162711
586;13.30331781;49.65639326
587;13.30331781;49.65639326
588;13.29201484;49.62288163
589;13.3225419;49.57516731
590;13.3225419;49.57516731
591;13.31457314;49.54820578
592;13.29945651;49.52684944
593;13.30522778;49.49623228
594;13.2907863;49.47366239
595;13.28657152;49.45020809
596;13.30939224;49.42952332
597;13.27382788;49.40140286
598;13.20980924;49.12185789
599;13.23686085;49.13625617
600;13.22936787;49.14330765
601;13.22259352;49.16163993
602;13.22262565;49.19146745
603;13.17483911;49.21159077
604;13.1787626;49.24956872
605;13.17492163;49.27747986
606;13.15322074;49.29724609
607;13.17950244;49.32087423
608;13.20376773;49.35253945
609;13.2368099;49.38072039
610;15.21008093;50.03738958
611;15.20000764;50.07381139
612;15.19343389;50.10194564
613;15.18309628;50.12762824
614;15.12368767;50.14957434
615;15.1009436;50.164616
617;15.04581253;50.19344749
618;15.00296137;50.18893583
619;14.96207329;50.18592036
620;14.9080266;50.18745146
621;14.89101441;50.18785766
622;14.84290247;50.19548683
623;14.80144946;50.2002847
624;14.74631526;50.20606049
625;14.69231996;50.20980589
626;14.63443185;50.24277469
627;14.61469139;50.25355733
628;14.58481852;50.28229634
629;14.52617405;50.33316935
630;14.49237532;50.35302485
631;14.46773043;50.3752079
632;14.43568962;50.41447367
633;14.39383992;50.45654326
634;14.32724467;50.49156465
635;14.26762113;50.51095799
636;14.21564017;50.52621845
638;14.13898509;50.53260805
639;14.08063323;50.52609629
640;14.04074194;50.56400965
641;14.05341181;50.59298819
642;14.04869954;50.64990812
643;17.75200499;49.09885141
644;17.71659362;49.07705654
645;17.71126547;49.06852849
646;17.68522831;49.03279004
647;17.64351505;49.02180686
648;17.62006255;49.03264799
649;17.57523522;49.04436395
650;17.5269313;49.04645803
651;17.50267064;49.04280713
652;17.47031712;49.05195254
653;17.45735176;49.06671416
654;17.38262313;48.94884599
655;17.39872312;48.96673413
656;17.40353522;48.98196575
657;17.43655902;49.00976353
658;17.44625515;49.01818073
659;17.46108435;49.03817263
660;17.658474;49.22652799
661;17.64071174;49.21996496
662;17.62362347;49.21649876
664;17.59936038;49.20982699
665;17.58467461;49.20764851
666;17.59936038;49.20982699
667;17.54639894;49.20041624
668;16.98310699;49.96179708
669;16.98310699;49.96179708
670;16.93857154;49.92764888
671;16.92304488;49.91011044
672;16.88711366;49.87218726
674;17.26074626;49.57097344
675;17.24427348;49.55876482
676;17.24998686;49.54033468
677;17.24624124;49.52553147
678;17.1980409;49.50171229
679;17.18096666;49.48638999
680;17.15067565;49.48284088
681;17.12958185;49.47235678
682;17.16663863;49.44170333
683;17.19131569;49.411937
684;17.1887461;49.38754854
685;17.16163133;49.35275498
686;17.16146524;49.33570525
687;17.11134625;49.32130998
688;17.08717984;49.30632995
689;17.05940189;49.29165146
690;16.99158249;49.27854875
693;16.86774258;49.19704522
695;16.82457776;49.14346151
696;16.80686544;49.13267419
697;16.78275483;49.11982206
698;16.74569294;49.10728932
699;16.73329807;49.10799037
700;16.6572833;49.1320652
701;16.63120675;49.18896556
702;16.68202131;49.16958588
703;16.72948763;49.15679212
704;16.72948763;49.15679212
705;16.74856495;49.15471338
706;16.79843759;49.16375037
707;15.91115082;50.56520582
708;15.94510546;50.57774857
711;16.00551444;50.53243731
712;16.02158433;50.53981347
713;16.05074687;50.52966541
714;16.09110244;50.49954508
715;16.07324841;50.51559752
716;16.07545791;50.4838352
717;15.53066377;50.52432804
719;16.10075482;50.41109911
720;16.05402702;50.39559304
721;16.02918001;50.37557426
722;15.96886045;50.36074719
723;15.91010005;50.34173977
724;15.87745588;50.3316443
725;15.86958245;50.31550573
726;15.85820531;50.30052392
727;15.82452208;50.27294297
728;15.81779639;50.25264986
729;15.81076717;50.21459961
730;15.79804731;50.20198443
731;15.73163622;50.17518096
732;15.69622131;50.16668713
733;15.65689439;50.15968509
734;15.6108351;50.15754048
735;15.56126312;50.15512122
736;15.50223613;50.15026674
737;15.45720826;50.16358556
738;15.40736389;50.15263668
739;15.32913794;50.14603858
740;15.26367456;50.14010422
741;15.24108813;50.13010357
743;15.0334349;50.18447554
744;15.02862227;50.15280873
745;14.98653451;50.13137294
746;14.96090094;50.12573878
747;16.50768842;50.03142848
748;16.48423777;50.04925214
749;16.450128;50.07376156
750;16.3798505;50.09099328
751;16.35789624;50.08696388
752;16.34033591;50.07050322
753;16.31526696;50.08376885
754;16.29703176;50.10016921
755;16.25886447;50.10938216
756;16.22398185;50.11655493
757;16.20504781;50.11987565
758;16.17360457;50.12848499
759;16.14764263;50.13035062
760;16.10242853;50.14147678
761;16.074051;50.15495941
762;16.04601853;50.17376823
763;15.98216595;50.20007373
764;15.93596821;50.21467307
765;15.85966984;50.22187644
766;15.81016011;50.21406126
767;15.60848993;49.44379112
768;15.62557596;49.45893028
769;15.64171705;49.47827099
770;15.65521569;49.50726335
771;15.65264528;49.54516433
772;15.61845515;49.5794083
773;15.58773624;49.59869461
774;15.53960817;49.61423645
775;15.48776089;49.63064977
776;15.45621266;49.65106134
777;15.31943403;49.67042432
778;15.42424088;49.69049292
779;15.39863844;49.72981716
780;15.39865044;49.76143184
781;15.40424645;49.7835208
782;15.40521193;49.80434129
783;15.4730437;49.82171149
784;15.4730437;49.82171149
786;15.44307798;49.8723471
787;15.39512844;49.91530292
788;15.3414298;49.9314993
789;15.329231;49.9422726
790;15.30072996;49.96200129
791;15.29401371;49.98143514
792;15.9399531;49.55351696
793;15.89633195;49.567422
794;15.84752909;49.56288839
795;15.79859983;49.5553002
796;15.77385974;49.56639166
797;15.74279024;49.56968048
798;15.74279024;49.56968048
799;15.6828107;49.59728797
800;15.65695451;49.60032673
801;15.61423284;49.6100058
802;16.62645469;49.22077435
803;16.59686546;49.23083796
804;16.59044183;49.25069162
805;15.58773624;49.59869461
806;16.53431168;49.30098965
807;16.46610752;49.31936227
808;16.43836165;49.3335729
809;16.41840805;49.3469368
810;16.34731535;49.356423
811;16.30855322;49.36516038
812;16.27062013;49.33669362
813;16.21314151;49.32303228
814;16.16823942;49.32974672
815;16.13652688;49.35047879
816;16.0803769;49.38470641
817;16.05392705;49.4372379
818;16.01539949;49.46797176
819;15.99205385;49.49567049
821;18.28097786;49.83444129
822;18.28292821;49.82906711
823;18.29678298;49.80792317
824;18.29173479;49.79044694
825;18.34003071;49.77903779
826;18.37119243;49.77670745
827;18.41254388;49.79173887
828;18.4397283;49.78824409
829;18.46037885;49.79079374
830;18.48800869;49.79290467
831;18.52462877;49.79292175
833;18.05298227;49.03325367
834;18.03520148;49.04611559
835;18.01401068;49.06768236
836;17.96859998;49.0804024
837;17.9262021;49.09618859
838;17.91506661;49.09797488
839;17.8994488;49.07412132
840;17.87228223;49.05358233
841;17.84307805;49.03746167
842;17.8110524;49.03535518
843;17.8110524;49.03535518
844;17.77802458;49.02125288
845;17.74887008;49.02225031
846;17.72381101;49.03002098
848;13.40031504;49.76834482
849;13.38575586;49.78579355
850;13.39625009;49.80396102
851;13.3945731;49.81911514
852;13.37962612;49.85090121
853;13.37962612;49.85090121
854;13.40284084;49.87142589
855;13.37494773;49.89381855
856;13.37961135;49.93091542
857;13.36271853;49.94740661
858;13.34627872;49.97182078
859;13.36395775;49.98668432
860;13.37473517;50.02378233
861;13.36282306;50.04678594
863;13.39008727;50.09990521
864;13.41271821;50.1196108
865;13.43403607;50.13526103
866;13.42286302;50.1688065
867;13.37401203;50.18402595
868;13.40433037;50.22354134
869;13.41792585;50.26164244
870;14.80722628;50.90383949
874;13.53500103;50.33807806
875;13.55524513;50.33661891
876;13.5419086;50.36458819
877;13.50380098;50.37902104
880;13.42102073;50.39590034
882;17.41616431;49.40829473
883;17.36103045;49.36936895
884;17.30479488;49.3454189
885;17.24721831;49.34381898
886;17.21650826;49.34490523
887;14.49756158;50.11224324
888;14.57082959;50.12299166
889;14.55582307;50.13482516
890;14.51938592;50.14893074
891;14.5276798;50.18054536
892;14.51358907;50.20461369
893;14.50761825;50.21481448
894;14.49913877;50.23729031
895;14.50752027;50.25737663
896;14.51760541;50.26268328
897;14.55722969;50.26777311
898;14.60373231;50.30573405
899;14.65643786;50.3072346
900;14.6704639;50.31717782
901;14.70118945;50.32354488
902;14.78611474;50.31543104
903;14.81024664;50.33970876
904;14.86920314;50.37659681
905;14.8869258;50.40746291
906;14.88731361;50.44805586
907;14.92263536;50.47222192
908;14.93908048;50.47891822
909;14.97831678;50.51838745
910;15.03581504;50.54548774
911;15.05650465;50.55870674
912;15.07859887;50.57909762
913;15.19151611;50.63403167
914;15.13888159;50.5869235
915;15.17166577;50.6038439
916;15.19203579;50.63401633
917;15.2119286;50.64697683
918;15.26522819;50.63997543
919;15.30053041;50.63389494
920;15.32784638;50.65176069
921;15.31929865;50.67624012
922;15.317056;50.70174322
923;15.31372917;50.7116427
924;15.31357756;50.71980719
925;15.31100198;50.74342479
926;14.14276542;49.29660608
927;14.13161504;49.26401207
928;14.13596257;49.23647547
929;14.13590672;49.31270694
930;14.1101411;49.32744897
931;14.09778598;49.35352396
932;14.12460734;49.3919004
933;14.11301318;49.41388972
934;14.08180123;49.44580993
935;14.07668052;49.47025286
936;14.05662066;49.49794325
937;14.03441373;49.50986193
938;14.02398814;49.52938356
939;13.99929703;49.5561243
940;13.99929703;49.5561243
941;13.98793228;49.58872117
942;13.99447341;49.59824054
943;14.00881126;49.6150554
944;14.02163315;49.63233925
945;14.00113708;49.67414363
946;14.00338399;49.68876449
947;14.00300825;49.73863429
948;13.98723938;49.78215622
949;13.97056366;49.80906731
950;13.97428088;49.84644479
951;13.9919105;49.87563102
952;14.08359018;49.9670552
953;14.12434882;49.98430536
954;14.16306841;49.99282355
955;14.21268712;50.01512569
956;14.21268712;50.01512569
957;14.235725;50.035175
958;14.24268864;50.03944227
959;14.26268018;50.02900919
960;14.28047075;50.02628681
961;14.30978173;50.03225084
962;14.34845737;50.03280442
963;14.39398611;50.04063754
964;15.02349347;50.21465738
965;14.95786446;50.25704656
966;14.94901865;50.27237897
968;14.94455464;50.32123824
969;14.94715145;50.33648888
970;14.94035504;50.35504179
971;14.91087198;50.37441301
972;14.92299502;50.48677063
973;14.83597918;50.48830654
974;14.83597918;50.48830654
975;14.7874769;50.49319337
976;14.72939602;50.51605872
977;14.67444814;50.52719381
978;14.64704228;50.57356939
979;14.62949793;50.5871162
980;14.60034998;50.61412883
981;14.58455152;50.63695746
982;14.53252755;50.67718934
983;14.53318115;50.69169311
984;14.52156812;50.74157054
985;14.54735147;50.76070139
986;14.59257414;50.7905213
987;14.5857536;50.83083076
988;14.57029782;50.84271492
989;14.52372215;50.86783984
990;14.5100391;50.88309248
991;14.51208943;50.90727352
992;14.51227967;50.91901159
993;14.55065901;50.95691854
994;14.50692099;50.98126495
996;14.46165437;51.00638106
998;14.43901606;50.10228883
999;14.39963591;50.09696511
1000;14.34621894;50.09500551
1001;14.31054658;50.08395776
1002;14.25837908;50.08407153
1003;14.21168715;50.09428332
1004;14.165771;50.09499049
1005;14.13617647;50.10527824
1006;14.11322025;50.12782598
1007;14.06709886;50.13166843
1008;14.03812499;50.14021475
1009;13.99522624;50.15633762
1010;13.96554132;50.14123678
1011;13.9260831;50.13866653
1012;13.88186395;50.15196208
1013;13.83291326;50.14904659
1014;13.77028117;50.14489432
1015;13.73600616;50.09905137
1016;13.73600616;50.09905137
1017;13.77736409;50.076093
1018;13.79976036;50.06541307
1019;13.81701799;50.05502915
1020;13.85718949;50.05021677
1021;13.87404566;50.02350836
1022;13.87404566;50.02350836
1023;13.89261354;50.0457244
1024;13.91816069;50.03571954
1025;13.92334499;50.02481812
1026;13.95578994;50.01608076
1027;13.99833449;50.00336195
1028;14.04475369;49.98884629
1029;14.51561068;50.34666097
1030;14.54659283;50.34437761
1031;14.56253029;50.3636617
1032;14.54181256;50.38195548
1033;14.54181256;50.38195548
1034;14.58969341;50.38619568
1035;14.61310982;50.39398154
1036;14.61486984;50.41568321
1037;14.64075157;50.43574579
1038;19.20745567;47.515986
1042;15.13230242;50.44155999
1043;15.16795746;50.46547408
1044;15.16350003;50.48608413
1045;15.18746945;50.49339912
1046;15.22644535;50.48093705
1047;15.2643532;50.49039274
1048;15.30283073;50.49020373
1049;15.33513994;50.4789859
1050;15.37589056;50.46254389
1051;15.38098198;50.45056974
1052;15.36120512;50.43049831
1053;15.04625775;50.76150133
1055;15.03293846;50.75356514
1056;15.01291013;50.76331286
1057;14.98369743;50.77372617
1058;14.94201055;50.77207619
1059;14.94172485;50.7600382
1060;14.918525;50.75141452
1061;14.87676023;50.77012913
1062;14.82677201;50.7869924
1063;14.78787758;50.780994
1064;14.75822074;50.76944459
1065;14.73345202;50.74271742
1066;14.72881609;50.71657824
1067;14.72837846;50.69854311
1068;14.71812802;50.67755789
1069;14.7146401;50.65803811
1070;14.64998556;50.67866099
1071;14.64998556;50.67866099
1072;14.60756831;50.67136384
1073;14.5331519;50.8146711
1074;14.49820197;50.81144147
1075;14.43680299;50.79933379
