3256;49.6365508N, 18.4842053E
3257;49.8337061N, 18.2924622E
3258;49.9902572N, 17.4647533E
3259;49.9714889N, 18.1518092E
3260;49.7799639N, 18.4299958E
3261;49.7123525N, 16.0304772E
3262;49.6707894N, 16.0323806E
3263;49.7079692N, 16.1368425E
3264;49.7854944N, 17.5282639E
3265;49.7769286N, 17.5420075E
3266;49.7552550N, 17.5053986E
3267;49.6428992N, 18.5527028E
3268;49.6206617N, 18.6072347E
3269;49.6275558N, 18.6275292E
3270;50.8157856N, 15.1353300E
3271;50.8140386N, 15.1579069E
3272;50.7757000N, 15.1538678E
3273;50.6691097N, 15.9270636E
3274;50.6961939N, 15.8456347E
3275;50.7081728N, 15.8325842E
3276;49.6322950N, 16.6814583E
3277;49.6475008N, 16.7829094E
3278;49.6543136N, 16.8236278E
3279;49.2636425N, 13.3980892E
3280;49.2215031N, 13.3309028E
3281;49.2034350N, 13.2463539E
3282;48.7904161N, 14.5384097E
3283;48.7686628N, 14.5827361E
3284;48.7439089N, 14.5515403E
3285;50.7336436N, 13.7653403E
3286;50.7438633N, 13.7928961E
3287;50.7067228N, 13.8565269E
3288;48.8844481N, 16.6513800E
3289;48.8694589N, 16.6504275E
3290;48.8573875N, 16.5848294E
3291;50.2099894N, 16.9904314E
3292;50.2269167N, 16.9751281E
3293;50.2259522N, 16.9217039E
3294;50.0261336N, 12.6679581E
3295;50.0152489N, 12.7234994E
3296;50.0367011N, 12.7729997E
